;sum_click;code_module;code_presentation;gender;region;highest_education;age_band;studied_credits
1328;1091;5;2;2;10;3;1;60
1330;323;4;4;2;12;2;1;60
1338;497;5;2;2;2;3;1;60
1339;369;4;2;1;2;4;1;75
1340;1336;4;4;1;3;2;1;120
1341;173;5;3;2;2;4;2;60
1343;1285;6;1;1;1;3;1;60
1345;1298;4;1;2;5;2;1;60
1346;538;6;3;2;13;3;1;180
1348;179;4;1;1;13;3;1;60
1350;635;1;4;1;11;2;2;60
1353;83;2;4;2;1;3;1;60
1359;297;6;2;2;13;2;2;90
1361;374;6;4;2;10;3;2;60
1362;857;4;4;2;2;4;2;100
1363;874;6;4;2;5;3;1;60
1364;1082;6;2;2;13;3;2;90
1370;286;2;3;1;8;3;2;60
1371;756;3;3;2;9;4;2;30
1374;1870;3;3;2;8;3;2;60
1375;1870;4;1;2;8;3;2;60
1376;415;6;1;2;3;3;2;60
1377;331;4;2;2;3;2;1;120
1378;116;1;4;2;5;3;1;60
1379;769;1;4;2;12;3;1;60
1383;412;6;1;2;13;3;2;60
1387;540;7;4;1;13;2;2;30
1390;208;6;1;2;11;2;2;90
1391;708;1;2;2;8;4;3;60
1392;1502;6;2;2;2;3;2;60
1397;163;7;2;1;12;4;2;30
1398;876;6;3;2;8;4;2;60
1399;1002;4;3;1;11;3;2;60
1400;499;6;1;2;1;3;1;60
1403;229;5;4;2;8;3;1;150
1404;464;6;1;2;5;2;1;90
1405;367;4;4;1;2;4;1;80
1408;1414;4;3;2;8;3;2;60
1409;346;4;2;1;7;3;1;60
1410;97;1;2;2;13;4;1;80
1412;184;1;2;2;8;3;1;120
1413;562;2;2;1;11;3;2;60
1414;599;6;2;2;5;2;2;60
1417;504;1;2;2;1;4;2;60
1419;1453;5;4;2;5;3;1;30
1424;708;4;1;1;3;4;1;60
1428;239;4;3;1;12;2;1;60
1432;541;5;2;2;2;4;2;150
1433;252;1;2;2;13;4;2;60
1434;1074;3;3;2;11;3;1;60
1435;1074;5;2;2;11;3;1;60
1436;566;6;3;2;4;3;2;60
1437;466;4;4;1;2;3;1;60
1438;141;3;4;1;2;3;1;90
1439;711;4;2;2;10;3;2;75
1443;470;2;2;1;11;3;1;60
1446;100;2;2;1;8;4;2;60
1447;245;2;3;1;3;3;1;60
1448;420;6;1;2;5;2;1;60
1450;772;6;2;2;3;3;2;60
1451;370;1;4;1;4;3;1;60
1452;1287;3;4;2;13;3;1;60
1453;1287;4;2;2;13;3;1;60
1454;493;4;1;2;1;3;1;60
1456;393;6;1;2;13;4;2;120
1457;635;6;3;1;11;3;1;60
1458;1290;3;3;2;1;3;1;60
1459;1290;5;3;2;1;3;1;60
1460;511;6;2;2;13;3;2;120
1463;1715;5;2;2;2;4;2;90
1464;247;3;4;2;7;3;1;120
1465;286;5;2;2;8;3;1;60
1467;248;7;3;1;4;3;2;30
1468;170;4;2;2;6;4;1;90
1469;379;5;2;2;5;2;1;120
1471;990;4;1;2;6;4;2;120
1473;305;1;2;2;10;3;2;60
1475;501;2;3;1;6;2;2;60
1478;258;2;4;1;4;3;1;60
1479;237;2;3;1;11;4;2;60
1481;861;3;3;2;4;2;1;60
1482;861;5;3;2;4;2;1;60
1483;625;6;1;2;8;2;1;60
1485;195;2;1;1;12;3;1;60
1488;692;1;2;2;3;2;1;90
1489;666;1;4;1;5;3;1;60
1490;274;2;2;2;13;3;1;120
1492;277;2;2;1;7;4;2;60
1494;280;5;3;2;10;2;1;30
1495;976;6;2;2;13;4;2;60
1496;363;4;2;2;8;3;1;120
1497;1321;4;1;1;6;2;1;60
1499;118;4;4;2;2;2;1;90
1500;1221;6;1;2;9;4;2;60
1501;565;4;1;1;5;3;2;60
1502;223;2;1;1;11;3;2;60
1503;495;6;2;1;2;4;1;90
1504;234;7;2;1;3;2;1;30
1505;661;5;2;2;2;4;2;90
1508;70;2;3;1;8;2;1;120
1509;266;5;4;1;4;4;1;150
1510;1103;4;2;1;1;3;2;60
1513;253;2;1;1;2;2;1;60
1514;772;3;3;1;1;3;1;60
1518;314;1;4;1;12;3;2;120
1519;907;6;1;1;8;2;2;90
1520;171;2;2;1;11;3;2;60
1521;502;4;1;1;8;3;1;60
1523;61;2;4;2;11;2;2;60
1524;383;3;4;1;11;3;1;60
1525;135;7;2;1;7;3;1;30
1527;411;5;4;2;6;2;1;60
1529;515;2;2;1;2;4;1;60
1531;494;6;4;2;10;2;1;60
1532;1063;6;4;2;6;3;2;90
1533;508;3;3;2;2;3;1;30
1537;776;6;2;2;1;3;2;60
1538;723;6;1;1;3;3;1;60
1539;549;1;4;2;6;3;2;60
1541;1397;3;3;2;11;4;1;90
1542;1397;6;2;2;11;4;1;90
1543;1095;6;1;1;13;3;1;60
1544;554;2;1;1;5;2;1;60
1546;719;1;2;2;6;2;2;60
1548;444;6;3;2;8;2;1;90
1549;1465;4;4;2;13;4;2;60
1552;1203;6;3;1;6;4;2;120
1553;470;1;2;2;3;4;1;120
1554;604;3;4;2;12;3;2;60
1555;604;5;3;2;12;3;2;30
1559;752;4;2;2;8;2;1;120
1560;860;3;4;2;9;4;1;60
1561;860;6;2;2;9;4;1;60
1562;658;2;2;1;3;4;2;60
1564;807;4;2;1;4;4;2;90
1565;572;6;4;1;3;2;1;60
1566;39;2;4;1;11;4;1;120
1567;275;1;2;1;5;2;1;60
1568;608;6;4;2;2;4;1;90
1569;333;4;4;1;12;3;2;60
1570;939;1;4;2;10;3;2;60
1571;292;6;3;2;13;3;2;90
1572;1179;1;2;1;1;2;2;60
1573;195;4;2;1;7;2;1;60
1574;1135;3;4;2;7;3;2;120
1575;1135;4;2;2;7;3;2;60
1576;1323;5;2;2;5;2;2;120
1578;144;4;2;1;8;3;1;60
1580;318;2;4;2;5;4;1;60
1583;1019;4;1;1;1;3;1;60
1584;364;1;4;2;4;2;1;60
1585;186;3;3;1;1;3;1;150
1589;614;6;3;2;1;2;1;120
1591;524;6;1;2;1;2;1;60
1592;71;7;3;2;3;2;1;30
1593;321;2;2;1;13;3;2;60
1595;1256;3;3;2;12;4;1;60
1596;147;7;2;1;4;2;1;30
1598;304;1;2;2;11;3;2;60
1599;683;6;4;1;2;3;2;60
1600;170;3;4;1;1;2;1;60
1603;706;6;2;1;8;3;1;120
1604;186;2;2;1;13;2;1;60
1605;547;2;1;1;7;3;1;60
1606;624;1;2;1;3;3;2;60
1608;429;1;4;2;1;3;2;60
1609;311;7;4;2;3;2;1;30
1610;291;2;4;1;10;4;1;60
1612;657;1;4;2;1;2;2;60
1614;482;6;4;2;5;3;2;60
1615;394;1;4;2;7;2;2;60
1616;62;2;3;1;8;2;2;120
1618;260;3;3;2;10;3;2;30
1619;402;6;2;2;2;3;2;60
1623;721;3;4;1;8;3;2;60
1625;581;4;3;2;11;2;1;60
1626;126;2;2;1;5;3;1;120
1628;1085;6;1;2;13;4;2;120
1630;331;6;4;2;3;4;1;60
1631;225;5;2;1;1;3;1;90
1632;1349;6;1;1;2;2;2;60
1633;291;6;2;2;7;2;2;60
1637;725;4;2;1;10;4;2;60
1638;367;2;2;1;2;3;1;90
1639;500;4;1;2;3;3;1;60
1640;643;6;3;2;4;3;2;60
1642;220;4;2;2;12;3;1;90
1643;180;2;2;1;8;3;2;120
1644;224;7;2;1;1;2;2;30
1649;1232;6;1;2;11;3;1;60
1655;760;6;2;2;3;3;1;90
1656;394;2;3;2;2;4;2;75
1659;686;2;2;1;13;3;2;90
1667;602;2;2;1;8;2;2;60
1668;264;5;4;2;5;2;1;60
1671;551;6;2;2;9;4;2;60
1674;328;6;4;2;2;3;2;90
1676;1585;3;3;2;3;2;2;90
1677;1585;4;1;2;3;2;2;70
1678;946;6;3;2;2;3;1;60
1679;576;4;4;2;11;3;1;60
1684;193;4;4;2;11;3;1;120
1685;417;5;2;2;10;2;2;60
1686;79;2;2;1;1;2;1;90
1688;1034;4;1;1;1;4;2;90
1689;336;5;4;2;8;4;1;60
1692;475;1;2;2;2;3;2;60
1695;357;4;3;1;5;3;1;120
1697;296;2;1;1;10;2;2;120
1701;600;1;4;2;11;2;2;60
1702;726;6;2;2;7;3;1;60
1703;229;2;1;1;4;3;1;60
1704;625;6;2;2;6;4;2;60
1706;315;5;3;2;13;2;1;40
1710;276;5;4;2;2;3;2;30
1711;203;2;2;1;9;2;2;75
1713;129;7;4;2;10;2;2;30
1714;1011;6;1;2;13;4;1;60
1716;861;2;4;1;11;2;2;60
1717;470;4;2;1;6;3;2;60
1718;1006;3;4;2;7;4;1;120
1719;1006;4;4;2;7;4;1;120
1722;246;1;4;1;1;4;1;60
1724;597;6;2;2;4;3;1;60
1725;649;2;1;1;5;3;1;120
1726;68;7;2;1;11;2;1;30
1727;516;4;2;1;6;4;2;60
1728;165;7;4;1;10;3;1;30
1730;790;4;4;1;8;2;2;60
1731;945;6;1;2;13;2;2;60
1737;480;4;2;2;8;2;1;60
1739;355;2;2;1;4;4;2;60
1741;1087;6;3;1;8;2;2;90
1743;446;6;4;2;7;2;1;60
1745;235;2;1;1;4;3;1;60
1748;261;6;2;2;11;2;1;60
1749;207;7;3;1;13;2;1;30
1750;905;6;2;2;13;4;2;60
1753;705;6;4;1;2;4;1;60
1754;244;1;2;2;13;2;1;60
1755;996;6;4;1;8;4;2;120
1756;821;7;2;1;8;2;2;30
1757;1330;6;2;2;2;2;2;60
1758;465;6;3;1;10;3;1;120
1760;309;3;3;1;12;4;1;120
1761;309;4;2;1;12;4;1;120
1765;467;5;2;2;8;3;1;150
1768;407;2;4;1;4;3;1;60
1771;167;1;2;1;2;3;1;150
1772;349;1;4;1;1;4;1;60
1773;941;6;4;1;2;3;1;90
1774;452;4;4;1;11;2;1;60
1779;643;2;1;1;6;2;1;60
1781;87;7;2;1;4;3;2;30
1782;809;1;4;1;5;3;1;60
1783;665;6;2;1;9;3;1;90
1784;671;6;1;1;5;3;1;180
1789;1730;3;3;2;3;1;1;30
1790;787;4;2;1;11;3;1;60
1795;222;2;3;1;13;4;2;60
1796;389;1;2;2;10;3;2;60
1797;789;6;4;2;3;3;1;60
1799;922;6;2;1;13;3;1;60
1803;363;5;2;2;11;4;1;120
1804;624;6;1;2;7;4;2;60
1805;824;6;4;2;13;4;1;60
1809;188;3;3;2;13;2;2;60
1810;671;6;2;1;13;3;1;60
1811;205;2;1;1;8;3;1;120
1812;840;3;4;1;10;4;1;120
1813;840;5;4;1;10;4;1;120
1822;747;3;3;2;9;4;2;30
1824;1277;4;1;2;10;2;2;60
1825;782;3;3;2;13;3;2;60
1826;782;5;3;2;13;3;2;60
1827;184;7;3;1;5;2;1;30
1829;294;1;4;2;1;4;1;60
1830;391;6;1;2;13;3;1;60
1832;728;4;3;2;7;2;1;60
1833;65;2;4;1;1;3;1;180
1834;838;3;3;2;12;4;1;160
1835;809;4;4;2;1;3;1;60
1836;305;4;2;2;2;3;1;60
1837;999;2;3;1;10;2;2;90
1839;107;7;2;1;8;3;1;30
1841;290;2;1;1;6;4;2;90
1842;580;5;4;2;7;2;2;60
1844;259;7;2;1;7;3;1;30
1846;359;2;4;1;8;2;2;60
1847;612;2;2;1;12;3;2;60
1848;749;6;1;2;2;3;1;60
1851;246;1;2;2;4;3;2;60
1853;522;3;4;1;7;3;2;90
1854;148;7;2;1;7;2;2;30
1855;574;6;4;1;6;3;1;60
1856;253;4;2;1;1;3;1;60
1857;230;2;3;1;8;4;2;60
1858;611;1;4;1;1;3;2;90
1859;938;2;2;1;3;3;2;60
1860;430;1;4;2;2;3;1;60
1861;762;1;4;2;2;3;2;60
1862;843;6;4;2;2;3;2;60
1863;659;4;1;1;6;3;2;90
1864;123;1;2;2;1;3;1;120
1865;334;2;2;1;6;3;2;60
1868;98;2;4;1;3;3;1;180
1869;711;5;2;2;11;2;1;30
1873;348;2;3;2;4;2;2;60
1875;359;3;3;2;12;4;2;150
1876;359;4;2;2;12;4;2;150
1877;1137;6;2;1;8;3;1;90
1878;564;6;4;2;8;4;1;90
1879;741;6;2;2;12;2;2;90
1881;143;5;3;2;4;3;1;60
1882;375;1;4;2;11;4;2;60
1888;563;2;2;2;13;2;1;120
1889;1146;1;4;1;2;4;2;60
1890;94;2;4;1;1;4;1;120
1891;427;1;2;2;6;3;1;60
1895;478;5;2;2;13;2;1;60
1896;413;6;2;2;13;2;1;120
1897;89;2;1;1;9;3;1;120
1899;144;1;2;2;3;3;1;60
1900;293;7;4;1;2;3;2;30
1901;211;2;1;1;5;2;2;120
1902;1168;4;1;2;2;3;1;60
1904;283;2;1;1;1;2;1;90
1905;704;6;2;2;12;3;1;180
1906;1726;1;2;2;4;3;2;60
1907;216;2;2;1;4;2;1;60
1908;792;3;4;1;5;3;1;30
1909;1661;6;2;2;2;3;2;60
1910;282;3;3;1;6;4;1;30
1911;214;2;3;1;1;3;1;120
1913;1340;6;1;2;1;3;1;60
1915;146;7;2;1;3;2;1;30
1916;129;1;4;2;8;3;1;60
1917;146;2;2;1;8;2;1;60
1921;626;1;4;2;4;3;1;60
1922;530;3;4;2;2;3;1;90
1926;376;2;4;1;6;2;2;60
1929;2144;3;4;2;10;3;1;30
1930;2144;5;3;2;10;3;1;30
1931;110;1;2;2;11;3;1;120
1932;174;2;2;1;11;3;1;60
1933;410;2;2;2;7;2;2;60
1934;1481;1;4;1;10;3;2;60
1935;132;4;2;1;1;3;1;60
1937;154;2;3;1;11;3;1;60
1940;293;2;4;1;1;3;1;60
1941;895;6;4;1;3;3;2;60
1944;522;1;4;2;3;3;2;60
1945;525;2;3;1;6;4;1;60
1946;370;1;2;2;4;4;3;60
1947;228;1;2;2;4;3;1;60
1950;555;6;4;2;3;3;2;90
1953;216;1;4;2;8;4;3;60
1954;822;4;4;1;6;2;2;180
1955;843;6;2;2;9;3;1;60
1956;923;6;3;2;4;3;2;180
1957;307;2;1;1;2;3;1;120
1961;279;4;4;2;1;3;1;60
1963;340;5;4;2;4;3;1;90
1964;243;2;3;1;10;3;1;60
1965;357;3;3;2;11;3;1;30
1966;539;1;4;2;2;3;2;60
1968;366;6;3;2;1;2;1;60
1969;156;7;2;1;12;4;1;30
1970;755;6;3;2;9;4;2;60
1973;750;6;4;2;12;3;1;210
1974;665;6;4;1;11;3;1;120
1976;231;2;4;1;10;3;2;120
1978;391;5;2;2;10;2;1;60
1979;134;7;2;2;3;2;2;30
1981;4348;3;3;1;8;4;2;30
1982;4348;4;1;1;8;4;1;60
1983;224;5;4;2;13;4;1;80
1984;131;7;2;1;11;2;2;45
1985;299;2;4;1;2;2;1;60
1986;192;2;4;1;9;3;1;60
1987;838;4;2;2;5;2;1;120
1988;775;4;1;2;5;2;1;70
1989;187;1;2;1;4;4;1;60
1991;491;1;4;1;12;3;1;60
1994;1039;6;1;1;12;3;2;60
1996;292;5;4;1;11;3;1;150
1997;616;6;2;1;12;2;2;210
1999;98;3;3;2;8;3;1;180
2001;507;1;2;2;5;3;2;60
2002;171;7;2;1;11;2;2;30
2003;410;4;3;2;5;3;1;90
2004;410;5;2;2;5;3;1;90
2007;97;2;4;2;8;4;1;60
2008;566;3;3;2;10;4;1;30
2010;115;7;3;1;12;2;1;30
2011;114;1;4;2;10;3;1;60
2012;364;2;2;1;8;3;1;60
2014;178;7;4;1;3;2;2;30
2018;594;1;4;2;4;3;1;60
2021;591;6;1;1;13;4;1;60
2022;1810;4;4;1;1;2;2;60
2023;692;2;4;1;12;2;2;60
2024;692;7;2;1;12;2;2;30
2025;466;3;4;2;12;4;1;60
2028;908;1;4;1;9;3;2;60
2029;186;4;2;1;3;3;1;105
2030;1408;6;1;2;6;3;1;60
2035;307;6;2;2;4;3;1;90
2036;903;1;4;1;5;3;1;60
2038;1016;6;2;2;5;3;2;120
2042;139;5;2;2;3;2;1;30
2043;1050;6;4;2;8;2;1;180
2047;317;1;2;2;5;3;1;120
2049;340;6;4;2;4;3;1;90
2052;579;5;2;2;1;2;1;60
2053;326;7;3;1;8;3;2;30
2054;568;6;2;1;5;3;1;90
2056;411;6;3;2;2;4;1;120
2057;349;2;4;1;8;3;2;60
2060;275;1;2;2;5;3;2;120
2062;332;5;2;2;2;3;1;90
2063;608;3;4;2;13;3;1;120
2064;326;1;2;2;1;3;2;60
2065;201;2;4;1;9;2;1;60
2067;67;1;4;2;8;3;1;60
2069;81;2;1;1;8;2;1;150
2070;1045;1;2;1;13;3;1;60
2071;230;2;2;1;2;2;1;60
2072;370;1;2;1;11;4;1;60
2078;1228;6;1;1;4;3;2;90
2079;311;1;2;2;5;3;1;60
2081;335;5;4;2;2;2;2;30
2088;402;2;4;1;7;3;2;120
2089;157;7;4;2;1;3;1;120
2094;417;3;3;2;8;4;1;120
2095;233;1;4;1;8;3;2;60
2096;43;2;1;1;13;2;1;60
2098;1797;4;1;1;11;4;2;60
2099;683;6;2;2;3;3;1;60
2102;366;1;4;1;13;3;2;60
2103;441;6;2;2;12;2;1;90
2104;492;3;4;2;12;4;2;30
2105;301;5;4;2;10;2;1;60
2107;205;7;2;1;8;2;1;30
2108;284;1;4;2;10;3;2;60
2111;148;2;3;1;13;3;1;120
2112;971;3;3;2;10;4;1;30
2114;879;5;2;2;2;3;2;30
2115;117;3;4;2;5;3;1;60
2118;621;1;2;2;10;3;3;120
2121;174;6;4;2;11;4;1;60
2122;379;6;2;2;10;3;1;120
2123;479;4;3;2;11;3;1;60
2124;97;1;2;2;8;3;1;60
2126;237;6;4;2;1;4;1;120
2127;712;6;3;2;6;3;1;75
2128;61;2;3;1;10;3;1;60
2129;254;5;2;1;11;3;1;30
2130;2016;4;4;1;3;4;2;60
2132;402;6;3;2;8;3;2;60
2133;352;2;1;1;8;3;1;60
2134;108;7;4;1;7;3;2;30
2135;1585;1;4;2;2;4;2;60
2136;271;2;4;2;5;3;2;60
2137;862;6;1;2;9;4;2;150
2139;145;2;4;1;3;3;1;60
2140;906;6;2;2;1;2;1;60
2141;417;3;4;2;4;3;1;60
2142;761;6;3;2;1;4;2;60
2143;500;1;4;2;12;3;1;60
2147;522;3;3;2;7;4;1;30
2148;442;4;2;2;10;3;1;60
2149;965;1;4;2;2;3;2;60
2150;424;6;4;2;8;2;1;60
2151;1087;6;2;2;4;3;1;120
2152;1152;6;3;2;2;3;2;60
2154;923;6;1;2;13;3;1;70
2157;562;2;2;1;10;3;2;60
2158;392;6;4;2;1;3;1;60
2159;107;3;4;2;10;3;1;30
2160;1761;3;3;2;5;4;2;30
2161;699;4;1;1;1;4;1;60
2162;597;6;2;1;2;4;1;120
2163;741;2;1;1;4;3;2;60
2164;446;4;2;1;13;3;1;90
2165;616;6;3;1;8;3;1;120
2168;317;2;1;1;6;3;1;150
2171;866;6;4;2;1;2;1;60
2175;895;6;2;2;11;4;2;60
2176;520;5;4;2;4;2;1;60
2177;282;4;2;1;3;2;1;150
2178;146;2;2;1;4;2;2;60
2180;258;2;3;1;13;3;2;150
2181;374;4;4;1;2;4;2;60
2182;424;1;2;1;1;4;1;120
2185;1671;1;2;1;11;3;1;60
2186;552;6;4;1;9;3;1;120
2188;160;7;2;1;12;2;1;30
2193;807;6;1;1;8;3;2;60
2194;523;4;1;1;13;4;2;60
2195;36;2;2;1;1;2;1;120
2196;1337;6;4;1;8;3;1;90
2200;393;6;2;2;6;3;1;90
2202;1221;6;4;2;11;4;2;60
2203;256;4;2;2;9;3;1;60
2204;457;6;3;2;5;2;2;60
2205;200;2;3;1;3;3;1;120
2208;494;4;3;2;11;2;1;60
2209;1643;1;2;2;8;4;3;60
2212;1043;4;4;2;13;4;3;60
2217;394;2;3;1;8;3;1;60
2219;595;3;4;2;1;2;1;60
2224;86;2;2;1;8;4;1;60
2225;608;1;4;1;5;3;1;120
2226;244;2;2;1;8;3;2;120
2228;1007;6;1;2;8;3;1;60
2229;103;7;4;1;4;2;2;30
2230;545;1;2;2;1;4;2;60
2231;402;1;2;1;10;3;2;60
2232;112;7;2;1;13;3;1;30
2235;441;5;3;2;13;3;1;60
2237;72;1;2;2;4;3;1;120
2240;415;5;2;1;8;3;1;60
2243;671;6;1;1;2;4;1;145
2245;841;4;1;1;4;3;2;60
2246;114;7;3;1;4;3;2;30
2247;214;2;3;1;6;2;2;60
2248;226;6;3;2;3;3;1;60
2249;700;4;3;1;2;4;1;60
2250;403;2;3;1;11;3;1;120
2251;47;2;3;1;1;3;1;60
2254;110;2;1;1;1;3;1;180
2258;283;2;1;1;12;2;1;60
2259;346;2;2;2;4;2;1;60
2263;351;2;3;1;8;4;1;90
2264;287;3;4;2;4;4;1;100
2266;314;6;3;2;7;3;1;90
2267;61;2;3;1;1;2;1;60
2268;1051;6;1;1;2;4;1;60
2270;501;1;4;2;12;3;2;60
2273;1025;4;4;2;1;3;2;120
2275;374;6;1;2;5;2;1;120
2278;303;5;2;2;4;3;1;70
2279;643;5;2;2;11;3;1;40
2281;331;2;2;1;10;4;2;90
2282;178;2;1;2;2;4;1;120
2284;2400;3;3;2;7;2;2;60
2285;2400;5;2;2;7;2;2;60
2287;339;2;1;2;8;3;1;60
2289;363;7;2;2;11;2;1;60
2290;491;6;2;2;2;2;2;60
2291;225;3;4;2;8;2;2;60
2293;361;1;4;2;10;2;1;60
2294;195;7;4;1;1;2;1;30
2296;284;2;4;1;11;3;2;60
2301;36;2;3;1;5;2;2;60
2302;373;4;1;2;8;2;1;90
2305;178;2;1;1;3;3;1;60
2307;714;4;2;1;7;4;3;60
2308;892;6;2;2;9;3;1;120
2312;928;6;4;2;4;2;1;60
2313;362;2;1;1;10;3;2;120
2315;534;4;2;2;3;3;1;60
2316;1415;3;4;2;8;2;1;60
2317;1415;4;2;2;8;2;1;60
2319;118;7;2;1;8;2;1;30
2321;381;1;2;1;1;3;2;60
2322;729;1;4;2;6;3;1;60
2323;588;5;4;2;4;4;1;60
2324;130;1;2;2;2;3;1;120
2327;274;4;3;1;4;3;1;70
2328;153;1;2;2;2;4;1;60
2330;393;5;2;2;8;2;1;60
2331;120;5;4;2;2;3;1;30
2335;730;6;4;2;3;3;1;60
2336;131;2;3;1;8;3;1;60
2338;404;5;2;2;5;3;1;30
2340;397;3;4;1;3;2;1;90
2341;351;4;2;1;2;4;1;60
2342;641;4;2;2;7;2;1;60
2345;388;6;2;1;13;3;1;60
2346;343;4;4;2;11;4;1;90
2349;766;4;4;2;2;4;2;60
2350;788;4;1;1;6;3;2;60
2353;1361;6;1;2;1;3;2;60
2354;229;1;4;2;10;3;1;60
2356;150;5;3;2;8;3;1;60
2358;1397;3;4;2;1;3;1;60
2359;1397;4;2;2;1;3;1;60
2362;1050;6;2;2;7;3;1;90
2363;779;6;2;2;4;3;2;120
2373;1613;3;4;2;11;3;1;60
2374;342;1;2;2;1;3;1;120
2375;384;4;4;2;6;3;1;60
2378;221;2;3;1;10;3;1;120
2379;507;3;3;2;3;3;2;60
2380;288;5;2;1;3;3;1;40
2381;251;2;2;1;12;2;1;60
2383;804;4;1;2;10;3;1;60
2385;204;4;1;1;5;3;1;60
2386;467;3;4;2;10;2;2;30
2388;860;6;4;2;10;2;2;60
2389;243;2;2;1;13;3;1;60
2390;214;4;4;1;3;3;1;60
2394;142;4;1;2;2;4;1;90
2396;201;7;4;1;13;2;1;30
2398;90;1;4;2;11;3;2;60
2400;103;2;4;1;2;4;1;60
2401;85;3;3;2;2;3;1;210
2403;463;6;4;2;5;4;1;150
2404;218;4;4;1;12;2;1;60
2406;139;2;2;1;1;3;1;120
2408;462;5;3;2;6;4;2;150
2410;55;5;2;2;11;3;2;160
2412;322;6;2;2;1;3;1;150
2414;155;3;4;2;5;4;1;90
2415;168;2;1;1;11;3;1;60
2416;262;2;3;2;5;3;1;60
2418;189;2;2;2;4;3;1;60
2419;452;4;3;1;4;3;1;60
2420;771;6;4;2;4;2;1;120
2423;338;5;2;2;8;3;1;60
2424;122;7;4;1;11;2;1;30
2425;79;7;2;1;8;2;2;60
2426;805;6;3;2;13;3;1;60
2428;276;5;2;2;1;2;1;60
2430;453;6;3;2;1;3;1;60
2432;601;7;2;1;10;2;1;30
2435;114;1;2;2;7;3;1;60
2436;174;3;4;1;3;2;1;30
2437;273;2;4;1;8;3;1;90
2438;127;7;4;1;11;2;1;30
2440;181;7;2;1;11;3;2;60
2442;721;6;2;1;4;4;2;90
2447;130;2;2;1;9;3;1;120
2448;214;2;2;1;4;4;1;60
2451;819;6;2;2;8;2;2;120
2455;783;6;2;1;4;3;2;120
2456;144;2;1;1;8;3;1;180
2466;799;4;2;2;1;2;1;60
2468;620;6;2;2;13;2;2;120
2470;78;2;4;1;1;3;1;90
2473;352;1;2;2;2;2;3;60
2474;227;2;2;1;2;3;1;60
2478;398;6;2;2;6;3;1;60
2480;304;5;3;2;2;2;1;60
2481;890;5;2;2;11;2;2;60
2482;297;1;2;2;12;4;1;60
2483;347;3;3;2;1;2;1;60
2485;353;4;2;1;3;2;1;120
2487;1107;1;2;2;9;4;2;120
2488;418;5;2;2;3;3;1;90
2490;213;6;4;2;3;2;1;60
2493;230;7;3;1;10;3;1;30
2498;379;6;3;2;1;3;2;90
2500;289;2;2;1;5;2;1;60
2501;364;5;2;1;13;3;1;120
2503;1109;5;4;2;13;2;2;90
2504;809;6;2;1;13;2;1;120
2505;474;4;1;1;10;3;1;60
2506;1294;6;1;2;9;3;2;60
2507;198;1;2;2;1;3;1;180
2509;1276;3;3;2;2;4;1;30
2510;1276;5;4;2;2;4;1;60
2511;690;5;4;2;7;3;1;60
2513;658;1;2;2;12;3;1;60
2514;68;1;4;2;8;4;1;60
2517;424;1;4;1;7;3;1;60
2519;260;1;2;2;1;3;1;120
2520;176;1;4;1;1;3;2;120
2521;696;6;1;2;12;2;1;120
2522;773;4;2;1;4;2;1;60
2525;771;6;4;2;3;2;2;60
2528;487;6;2;2;4;2;1;60
2530;264;5;2;2;2;3;2;120
2532;1313;3;4;1;2;4;1;60
2533;1313;6;2;1;2;4;1;60
2535;1316;3;3;1;13;4;1;30
2536;1316;6;1;1;13;4;1;60
2538;348;6;4;2;10;2;2;60
2540;313;5;2;2;11;2;1;30
2544;139;7;2;1;3;3;1;30
2545;376;5;2;2;13;2;1;60
2548;1167;3;4;2;3;3;1;90
2549;1167;6;2;2;3;3;1;60
2551;165;1;4;2;11;3;2;60
2552;259;7;4;1;1;3;1;30
2554;583;6;1;2;9;3;1;60
2558;473;3;4;2;3;4;2;60
2562;216;7;2;1;13;3;2;30
2563;432;6;4;2;8;2;1;60
2564;325;2;2;1;2;4;2;60
2565;1607;6;2;2;8;2;1;60
2566;417;4;4;2;7;3;1;60
2569;176;4;4;2;1;3;1;60
2570;296;1;4;2;10;3;1;120
2572;297;1;2;2;3;4;2;60
2575;985;6;1;1;13;4;2;60
2578;314;4;2;1;13;3;1;60
2579;414;1;4;2;1;2;1;60
2582;110;2;4;1;9;2;1;60
2584;800;6;4;2;2;4;1;60
2585;216;6;2;2;9;2;1;120
2586;1235;6;3;1;1;4;2;60
2587;402;2;1;1;2;4;1;120
2589;413;1;4;1;11;3;1;60
2591;281;6;2;2;4;3;1;90
2593;364;3;3;2;2;3;1;90
2594;2556;3;3;1;2;4;2;90
2595;2556;4;1;1;2;4;2;70
2598;101;2;2;1;4;3;1;60
2602;275;2;1;1;8;3;2;60
2603;247;7;2;1;12;3;2;30
2604;423;3;4;2;13;3;2;120
2606;208;2;2;1;8;3;1;210
2607;354;4;2;1;12;3;1;60
2609;440;6;1;2;8;4;1;60
2610;857;2;1;1;6;2;2;60
2611;298;6;1;2;3;2;2;60
2614;170;1;4;2;8;3;2;60
2617;166;5;3;2;4;3;1;30
2624;852;6;1;1;2;4;2;60
2627;268;3;3;1;6;2;2;120
2628;121;3;4;1;13;2;1;60
2632;217;2;3;1;10;3;1;90
2635;605;5;4;2;13;3;1;60
2637;183;4;3;2;7;2;1;120
2638;192;5;4;1;2;4;1;30
2639;109;2;3;1;9;3;1;60
